pokemon,url,pokedex_num,elem_1,elem_2,species,height_meters,weight_kg,male,female,hp,attack,defense,sp_atk,sp_def,speed,total
Dondozo,https://pokemondb.net/pokedex/dondozo,0977,Water,,Big Catfish Pokémon,12,220,50,50,150,100,115,65,65,35,530
Tatsugiri,https://pokemondb.net/pokedex/tatsugiri,0978,Dragon,Water,Mimicry Pokémon,0.3,8,50,50,68,50,60,120,95,82,475
Annihilape,https://pokemondb.net/pokedex/annihilape,0979,Fighting,Ghost,Rage Monkey Pokémon,1.2,56,50,50,110,115,80,50,90,90,535
Clodsire,https://pokemondb.net/pokedex/clodsire,0980,Poison,Ground,Spiny Fish Pokémon,1.8,223,50,50,130,75,60,45,100,20,430
Farigiraf,https://pokemondb.net/pokedex/farigiraf,0981,Normal,Psychic,Long Neck Pokémon,3.2,160,50,50,120,90,70,110,70,60,520
Dudunsparce,https://pokemondb.net/pokedex/dudunsparce,0982,Normal,,Land Snake Pokémon,3.6,39.2,50,50,125,100,80,85,75,55,520
Kingambit,https://pokemondb.net/pokedex/kingambit,0983,Dark,Steel,Big Blade Pokémon,2,120,50,50,100,135,120,60,85,50,550
Great Tusk,https://pokemondb.net/pokedex/great-tusk,0984,Ground,Fighting,Paradox Pokémon,2.2,320,0,0,115,131,131,53,53,87,570
Scream Tail,https://pokemondb.net/pokedex/scream-tail,0985,Fairy,Psychic,Paradox Pokémon,1.2,8,0,0,115,65,99,65,115,111,570
Brute Bonnet,https://pokemondb.net/pokedex/brute-bonnet,0986,Grass,Dark,Paradox Pokémon,1.2,21,0,0,111,127,99,79,99,55,570
Flutter Mane,https://pokemondb.net/pokedex/flutter-mane,0987,Ghost,Fairy,Paradox Pokémon,1.4,4,0,0,55,55,55,135,135,135,570
Slither Wing,https://pokemondb.net/pokedex/slither-wing,0988,Bug,Fighting,Paradox Pokémon,3.2,92,0,0,85,135,79,85,105,81,570
Sandy Shocks,https://pokemondb.net/pokedex/sandy-shocks,0989,Electric,Ground,Paradox Pokémon,2.3,60,0,0,85,81,97,121,85,101,570
Iron Treads,https://pokemondb.net/pokedex/iron-treads,0990,Ground,Steel,Paradox Pokémon,0.9,240,0,0,90,112,120,72,70,106,570
Iron Bundle,https://pokemondb.net/pokedex/iron-bundle,0991,Ice,Water,Paradox Pokémon,0.6,11,0,0,56,80,114,124,60,136,570
Iron Hands,https://pokemondb.net/pokedex/iron-hands,0992,Fighting,Electric,Paradox Pokémon,1.8,380.7,0,0,154,140,108,50,68,50,570
Iron Jugulis,https://pokemondb.net/pokedex/iron-jugulis,0993,Dark,Flying,Paradox Pokémon,1.3,111,0,0,94,80,86,122,80,108,570
Iron Moth,https://pokemondb.net/pokedex/iron-moth,0994,Fire,Poison,Paradox Pokémon,1.2,36,0,0,80,70,60,140,110,110,570
Iron Thorns,https://pokemondb.net/pokedex/iron-thorns,0995,Rock,Electric,Paradox Pokémon,1.6,303,0,0,100,134,110,70,84,72,570
Frigibax,https://pokemondb.net/pokedex/frigibax,0996,Dragon,Ice,Ice Fin Pokémon,0.5,17,50,50,65,75,45,35,45,55,320
Arctibax,https://pokemondb.net/pokedex/arctibax,0997,Dragon,Ice,Ice Fin Pokémon,0.8,30,50,50,90,95,66,45,65,62,423
Baxcalibur,https://pokemondb.net/pokedex/baxcalibur,0998,Dragon,Ice,Ice Dragon Pokémon,2.1,210,50,50,115,145,92,75,86,87,600
Gimmighoul,https://pokemondb.net/pokedex/gimmighoul,0999,Ghost,,Coin Chest Pokémon,0.3,5,0,0,45,30,70,75,70,10,300
Gholdengo,https://pokemondb.net/pokedex/gholdengo,1000,Steel,Ghost,Coin Entity Pokémon,1.2,30,0,0,87,60,95,133,91,84,550
Wo-Chien,https://pokemondb.net/pokedex/wo-chien,1001,Dark,Grass,Ruinous Pokémon,1.5,74.2,0,0,85,85,100,95,135,70,570
Chien-Pao,https://pokemondb.net/pokedex/chien-pao,1002,Dark,Ice,Ruinous Pokémon,1.9,152.2,0,0,80,120,80,90,65,135,570
Ting-Lu,https://pokemondb.net/pokedex/ting-lu,1003,Dark,Ground,Ruinous Pokémon,2.7,699.7,0,0,155,110,125,55,80,45,570
Chi-Yu,https://pokemondb.net/pokedex/chi-yu,1004,Dark,Fire,Ruinous Pokémon,0.4,4.9,0,0,55,80,80,135,120,100,570
Roaring Moon,https://pokemondb.net/pokedex/roaring-moon,1005,Dragon,Dark,Paradox Pokémon,2,380,0,0,105,139,71,55,101,119,590
Iron Valiant,https://pokemondb.net/pokedex/iron-valiant,1006,Fairy,Fighting,Paradox Pokémon,1.4,35,0,0,74,130,90,120,60,116,590
Koraidon,https://pokemondb.net/pokedex/koraidon,1007,Fighting,Dragon,Paradox Pokémon,2.5,303,0,0,100,135,115,85,100,135,670
Miraidon,https://pokemondb.net/pokedex/miraidon,1008,Electric,Dragon,Paradox Pokémon,3.5,240,0,0,100,85,100,135,115,135,670
Walking Wake,https://pokemondb.net/pokedex/walking-wake,1009,Water,Dragon,Paradox Pokémon,3.5,280,0,0,99,83,91,125,83,109,590
Iron Leaves,https://pokemondb.net/pokedex/iron-leaves,1010,Grass,Psychic,Paradox Pokémon,1.5,125,0,0,90,130,88,70,108,104,590
Dipplin,https://pokemondb.net/pokedex/dipplin,1011,Grass,Dragon,Candy Apple Pokémon,0.4,4.4,50,50,80,80,110,95,80,40,485
Poltchageist,https://pokemondb.net/pokedex/poltchageist,1012,Grass,Ghost,Matcha Pokémon,0.1,1.1,0,0,40,45,45,74,54,50,308
Sinistcha,https://pokemondb.net/pokedex/sinistcha,1013,Grass,Ghost,Matcha Pokémon,0.2,2.2,0,0,71,60,106,121,80,70,508
Okidogi,https://pokemondb.net/pokedex/okidogi,1014,Poison,Fighting,Retainer Pokémon,1.8,92,100,0,88,128,115,58,86,80,555
Munkidori,https://pokemondb.net/pokedex/munkidori,1015,Poison,Psychic,Retainer Pokémon,1,12.2,100,0,88,75,66,130,90,106,555
Fezandipiti,https://pokemondb.net/pokedex/fezandipiti,1016,Poison,Fairy,Retainer Pokémon,1.4,30.1,100,0,88,91,82,70,125,99,555
Ogerpon,https://pokemondb.net/pokedex/ogerpon,1017,Grass,,Mask Pokémon,1.2,39.8,0,100,80,120,84,60,96,110,550
Archaludon,https://pokemondb.net/pokedex/archaludon,1018,Steel,Dragon,Alloy Pokémon,2,60,50,50,90,105,130,125,65,85,600
Hydrapple,https://pokemondb.net/pokedex/hydrapple,1019,Grass,Dragon,—,1.8,93,50,50,106,80,110,120,80,44,540
Gouging Fire,https://pokemondb.net/pokedex/gouging-fire,1020,Fire,Dragon,Paradox Pokémon,3.5,590,0,0,105,115,121,65,93,91,590
Raging Bolt,https://pokemondb.net/pokedex/raging-bolt,1021,Electric,Dragon,Paradox Pokémon,5.2,480,0,0,125,73,91,137,89,75,590
Iron Boulder,https://pokemondb.net/pokedex/iron-boulder,1022,Rock,Psychic,Paradox Pokémon,1.5,162.5,0,0,90,120,80,68,108,124,590
Iron Crown,https://pokemondb.net/pokedex/iron-crown,1023,Steel,Psychic,Paradox Pokémon,1.6,156,0,0,90,72,100,122,108,98,590
Terapagos,https://pokemondb.net/pokedex/terapagos,1024,Normal,,Tera Pokémon,0.2,6.5,50,50,90,65,85,65,85,60,450
Pecharunt,https://pokemondb.net/pokedex/pecharunt,1025,Poison,Ghost,Subjugation Pokémon,0.3,0.3,0,0,88,88,160,88,88,88,600
